Param,iteration 1,iteration 2,Mean,Std,Median,Best,Simulated
,,,,,,,
G,0.601622998714447,0.5996338725090027,0.6006284356117249,0.000994563102722168,0.6006284356117249,0.5996338725090027,0.6
η1,-0.07398180663585663,-0.9490126371383667,-0.5114971995353699,0.43751540780067444,-0.5114971995353699,-0.9490126371383667,-0.2684635
η2,-1.7879116535186768,0.9555079340934753,-0.4162018597126007,1.3717098236083984,-0.4162018597126007,0.9555079340934753,-0.18617143
η3,1.0914803743362427,0.34589090943336487,0.7186856269836426,0.3727947473526001,0.7186856269836426,0.34589090943336487,-0.14786321
η4,1.475937008857727,0.5210092067718506,0.9984731078147888,0.47746390104293823,0.9984731078147888,0.5210092067718506,-0.031646423
η5,0.14339502155780792,-0.1779654622077942,-0.017285220324993134,0.16068023443222046,-0.017285220324993134,-0.1779654622077942,0.0779195
η6,0.7203472852706909,-0.9043180346488953,-0.09198537468910217,0.8123326301574707,-0.09198537468910217,-0.9043180346488953,0.10939988
η7,0.6930797696113586,-0.6253971457481384,0.03384131193161011,0.6592384576797485,0.03384131193161011,-0.6253971457481384,-0.027793339
η8,-0.7605936527252197,-0.3865126967430115,-0.573553204536438,0.18704047799110413,-0.573553204536438,-0.3865126967430115,-0.062120967
η9,-0.6585690975189209,-0.5385833978652954,-0.5985762476921082,0.059992849826812744,-0.5985762476921082,-0.5385833978652954,0.011214985
η10,-0.16024553775787354,-0.7615031003952026,-0.4608743190765381,0.30062878131866455,-0.4608743190765381,-0.7615031003952026,0.09392758
η11,1.7010581493377686,-0.3304523229598999,0.6853029131889343,1.0157551765441895,0.6853029131889343,-0.3304523229598999,-0.050574187
η12,-0.5144028067588806,-0.25814226269721985,-0.3862725496292114,0.12813027203083038,-0.3862725496292114,-0.25814226269721985,0.4821734
ζ1,0.6313422322273254,-0.6773922443389893,-0.02302500605583191,0.654367208480835,-0.02302500605583191,-0.6773922443389893,0.47401717
ζ2,0.28367048501968384,-1.2197787761688232,-0.4680541455745697,0.7517246007919312,-0.4680541455745697,-1.2197787761688232,0.24595481
ζ3,0.8324074745178223,0.4301353991031647,0.6312714219093323,0.2011360377073288,0.6312714219093323,0.4301353991031647,-0.12887983
ζ4,-0.05536085367202759,-0.0038913681637495756,-0.029626110568642616,0.02573474310338497,-0.029626110568642616,-0.0038913681637495756,0.002132588
ζ5,0.7065746188163757,-0.6774024367332458,0.014586091041564941,0.6919885277748108,0.014586091041564941,-0.6774024367332458,0.03413884
ζ6,1.240509271621704,-0.18070432543754578,0.529902458190918,0.7106068134307861,0.529902458190918,-0.18070432543754578,0.063809656
ζ7,-0.00026761891786009073,-0.008315342478454113,-0.004291480872780085,0.004023862071335316,-0.004291480872780085,-0.008315342478454113,0.00036508634
ζ8,-0.9323561787605286,-0.7957109212875366,-0.864033579826355,0.06832262873649597,-0.864033579826355,-0.7957109212875366,0.2887173
ζ9,0.6125699877738953,-1.714624047279358,-0.5510270595550537,1.1635971069335938,-0.5510270595550537,-1.714624047279358,-0.08443598
γ1,0.19542428851127625,-0.26934191584587097,-0.03695881366729736,0.2323831021785736,-0.03695881366729736,-0.26934191584587097,0.4194712
γ2,0.07054401189088821,0.5277144312858582,0.2991292178630829,0.22858521342277527,0.2991292178630829,0.5277144312858582,1.0931884
γ3,1.2543482780456543,0.6872110962867737,0.9707796573638916,0.2835685908794403,0.9707796573638916,0.6872110962867737,0.53834134
γ4,0.5498103499412537,0.6603452563285828,0.6050778031349182,0.05526745319366455,0.6050778031349182,0.6603452563285828,0.5817132
γ5,-0.1669653207063675,-0.5321648716926575,-0.3495650887489319,0.18259978294372559,-0.3495650887489319,-0.5321648716926575,0.017929403
γ6,0.34681105613708496,1.9804821014404297,1.1636465787887573,0.8168355226516724,1.1636465787887573,1.9804821014404297,-0.17302857
γ7,-1.5406981706619263,-1.5543875694274902,-1.5475428104400635,0.006844699382781982,-1.5475428104400635,-1.5543875694274902,-1.5392638
γ8,0.6041284203529358,-1.2842170000076294,-0.3400442898273468,0.944172739982605,-0.3400442898273468,-1.2842170000076294,-1.2384529
γ9,-0.9080274701118469,-3.165391445159912,-2.0367095470428467,1.128682017326355,-2.0367095470428467,-3.165391445159912,-0.599698
,,,,,,,
G,0.1037360951304435,0.1012492775917053,0.1024926900863647,0.0012434087693691,0.1024926900863647,0.1012492775917053,0.1
η1,0.2727901935577392,1.5976474285125732,0.9352188110351562,0.662428617477417,0.9352188110351562,1.5976474285125732,-0.2684635
η2,1.030379295349121,-0.6080648303031921,0.2111572325229644,0.819222092628479,0.2111572325229644,-0.6080648303031921,-0.18617143
η3,1.348957896232605,0.9631224870681764,1.1560401916503906,0.1929177045822143,1.1560401916503906,0.9631224870681764,-0.14786321
η4,-0.1140905916690826,-0.3670919835567474,-0.240591287612915,0.1265006959438324,-0.240591287612915,-0.3670919835567474,-0.031646423
η5,-0.0948453173041343,-0.0437042787671089,-0.0692747980356216,0.0255705192685127,-0.0692747980356216,-0.0437042787671089,0.0779195
η6,-1.0426772832870483,0.0198107939213514,-0.5114332437515259,0.5312440395355225,-0.5114332437515259,0.0198107939213514,0.10939988
η7,-0.5276108384132385,-0.5406264662742615,-0.53411865234375,0.0065078139305114,-0.53411865234375,-0.5406264662742615,-0.027793339
η8,-1.7580832242965698,-1.3612356185913086,-1.559659481048584,0.1984238028526306,-1.559659481048584,-1.3612356185913086,-0.062120967
η9,-0.4220547378063202,-1.053998351097107,-0.7380265593528748,0.3159717917442322,-0.7380265593528748,-1.053998351097107,0.011214985
η10,1.0657050609588623,0.1221378222107887,0.593921422958374,0.4717836380004883,0.593921422958374,0.1221378222107887,0.09392758
η11,0.7382858395576477,1.1626232862472534,0.950454592704773,0.2121687233448028,0.950454592704773,1.1626232862472534,-0.050574187
η12,-0.2968121170997619,0.3384976089000702,0.0208427459001541,0.3176548480987549,0.0208427459001541,0.3384976089000702,0.4821734
ζ1,-0.4290845692157745,-1.1390093564987185,-0.7840469479560852,0.354962408542633,-0.7840469479560852,-1.1390093564987185,0.47401717
ζ2,0.1188333258032798,-0.5011600852012634,-0.1911633759737014,0.3099967241287231,-0.1911633759737014,-0.5011600852012634,0.24595481
ζ3,-1.3195784091949463,-1.393178939819336,-1.3563786745071411,0.0368002653121948,-1.3563786745071411,-1.393178939819336,-0.12887983
ζ4,0.0466611832380294,0.0820807442069053,0.0643709599971771,0.0177097804844379,0.0643709599971771,0.0820807442069053,0.002132588
ζ5,0.2505538761615753,-0.5285657644271851,-0.1390059441328048,0.389559805393219,-0.1390059441328048,-0.5285657644271851,0.03413884
ζ6,0.3308766186237335,-1.248098373413086,-0.4586108922958374,0.7894874811172485,-0.4586108922958374,-1.248098373413086,0.063809656
ζ7,-5.269611574476585e-05,-0.0016316075343638,-0.0008421518141403,0.0007894557202234,-0.0008421518141403,-0.0016316075343638,0.00036508634
ζ8,-0.9158252477645874,0.9914599657058716,0.037817358970642,0.9536426067352296,0.037817358970642,0.9914599657058716,0.2887173
ζ9,-3.004230260848999,-1.321114420890808,-2.162672281265259,0.8415579199790955,-2.162672281265259,-1.321114420890808,-0.08443598
γ1,-0.8582025766372681,0.3614494204521179,-0.248376578092575,0.6098259687423706,-0.248376578092575,0.3614494204521179,-0.925455
γ2,0.3850165009498596,-0.7105820775032043,-0.1627827882766723,0.547799289226532,-0.1627827882766723,-0.7105820775032043,-1.4089565
γ3,0.3576354384422302,0.3468689918518066,0.3522522151470184,0.0053832232952117,0.3522522151470184,0.3468689918518066,-0.55535346
γ4,-0.5270026326179504,-0.4238615930080414,-0.4754320979118347,0.0515705198049545,-0.4754320979118347,-0.4238615930080414,-0.38101357
γ5,1.89081346988678,-0.4848548769950866,0.702979326248169,1.1878341436386108,0.702979326248169,-0.4848548769950866,-1.0113068
γ6,0.4274745285511017,0.7477001547813416,0.5875873565673828,0.1601128131151199,0.5875873565673828,0.7477001547813416,-0.28846595
γ7,2.715017795562744,2.7113823890686035,2.713200092315674,0.0018177032470703,2.713200092315674,2.7113823890686035,2.7111084
γ8,0.5948892831802368,-0.8232941031455994,-0.1142024099826812,0.7090916633605957,-0.1142024099826812,-0.8232941031455994,1.4826231
γ9,2.066787004470825,-0.6473702192306519,0.7097083926200867,1.3570785522460938,0.7097083926200867,-0.6473702192306519,0.29047924
,,,,,,,
G,0.1035874336957931,0.1022099331021308,0.10289869,0.0006887503,0.10289869,0.10220993,0.1
η1,-1.2962127923965454,-0.5361043214797974,-0.91615856,0.38005424,-0.91615856,-0.5361043,-0.2684635
η2,0.4053594470024109,0.7651649713516235,0.5852622,0.17990276,0.5852622,0.765165,-0.18617143
η3,0.5168971419334412,0.441148579120636,0.47902286,0.03787428,0.47902286,0.44114858,-0.14786321
η4,-1.1489152908325195,-0.3809960186481476,-0.76495564,0.38395962,-0.76495564,-0.38099602,-0.031646423
η5,1.250760555267334,0.6808329820632935,0.96579677,0.2849638,0.96579677,0.680833,0.0779195
η6,0.5053125023841858,-0.1667922735214233,0.16926011,0.3360524,0.16926011,-0.16679227,0.10939988
η7,-0.5118526816368103,-1.741644024848938,-1.1267483,0.6148957,-1.1267483,-1.741644,-0.027793339
η8,0.5857369899749756,0.1389230042695999,0.36233,0.22340699,0.36233,0.138923,-0.062120967
η9,0.1353543251752853,0.265501320362091,0.20042783,0.0650735,0.20042783,0.26550132,0.011214985
η10,-0.209070548415184,0.6934826374053955,0.24220604,0.4512766,0.24220604,0.69348264,0.09392758
η11,-0.4951798021793365,-0.0212594587355852,-0.25821963,0.23696017,-0.25821963,-0.021259459,-0.050574187
η12,-0.3542600572109222,0.3439739346504211,-0.0051430613,0.34911698,-0.0051430613,0.34397393,0.4821734
ζ1,-0.5467796325683594,-0.3633790612220764,-0.45507935,0.091700286,-0.45507935,-0.36337906,0.47401717
ζ2,0.8097997307777405,-0.3900746703147888,0.20986253,0.5999372,0.20986253,-0.39007467,0.24595481
ζ3,1.007852554321289,-0.930922269821167,0.038465142,0.9693874,0.038465142,-0.93092227,-0.12887983
ζ4,-0.0368160121142864,0.036983486264944,8.3737075e-05,0.03689975,8.3737075e-05,0.036983486,0.002132588
ζ5,1.0911152362823486,-0.5108872652053833,0.290114,0.80100125,0.290114,-0.51088727,0.03413884
ζ6,-0.5761739611625671,0.1424023360013961,-0.2168858,0.35928816,-0.2168858,0.14240234,0.063809656
ζ7,0.0064634843729436,0.0021796177607029,0.004321551,0.0021419332,0.004321551,0.0021796178,0.00036508634
ζ8,-0.2738992273807525,0.3192854225635528,0.022693098,0.29659232,0.022693098,0.31928542,0.2887173
ζ9,0.2883445024490356,0.5110401511192322,0.39969233,0.111347824,0.39969233,0.51104015,-0.08443598
γ1,-0.4310843646526336,1.3467117547988892,0.45781368,0.8888981,0.45781368,1.3467118,-0.925455
γ2,-0.5946619510650635,-0.8248618841171265,-0.7097619,0.11509997,-0.7097619,-0.8248619,-1.4089565
γ3,0.9236996173858644,0.5729662179946899,0.7483329,0.1753667,0.7483329,0.5729662,-0.55535346
γ4,-0.4640347361564636,-0.4485268592834472,-0.4562808,0.0077539384,-0.4562808,-0.44852686,-0.38101357
γ5,-1.2204426527023315,0.7241078019142151,-0.24816743,0.97227526,-0.24816743,0.7241078,-1.0113068
γ6,-0.0410045385360717,0.3828896284103393,0.17094254,0.21194708,0.17094254,0.38288963,-0.28846595
γ7,2.7177302837371826,2.713191032409668,2.7154608,0.0022696257,2.7154608,2.713191,2.7111084
γ8,-0.1351314634084701,0.619084894657135,0.24197671,0.37710816,0.24197671,0.6190849,1.4826231
γ9,0.7112664580345154,1.1201506853103638,0.91570854,0.20444211,0.91570854,1.1201507,0.29047924
